wavs/9-7-18 clem interviewed by tara_1.wav-00071910_00075420.wav|BIH0KAO1Z YUW1 WIH1L NOW1 DHAE1T AY1 WIH1L BIY1 VEH1RIY0 VEH1RIY0 AH1PSEH2T IH1F YUW1 DUW1 .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02427120_02432820.wav|DHAH0 SAE1DAH0ST THIH1NG AY1 KAE1N PAA1SAH0BLIY0 THIH1NGK AH1V . IH1TS IH1TS , IH1TS AH0 KAH0LEH1KTIH0V SUW1AH0SAY2D .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02428380_02435100.wav|PAA1SAH0BLIY0 THIH1NGK AH1V . IH1TS IH1TS , IH1TS AH0 KAH0LEH1KTIH0V SUW1AH0SAY2D . IH1TS KAH0MPLIY1T MAE1DNAH0S .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02427210_02435100.wav|SAE1DAH0ST THIH1NG AY1 KAE1N PAA1SAH0BLIY0 THIH1NGK AH1V . IH1TS IH1TS , IH1TS AH0 KAH0LEH1KTIH0V SUW1AH0SAY2D . IH1TS KAH0MPLIY1T MAE1DNAH0S .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02427210_02432820.wav|SAE1DAH0ST THIH1NG AY1 KAE1N PAA1SAH0BLIY0 THIH1NGK AH1V . IH1TS IH1TS , IH1TS AH0 KAH0LEH1KTIH0V SUW1AH0SAY2D .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02430870_02435100.wav|IH1TS AH0 KAH0LEH1KTIH0V SUW1AH0SAY2D . IH1TS KAH0MPLIY1T MAE1DNAH0S .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02429430_02435100.wav|IH1TS IH1TS , IH1TS AH0 KAH0LEH1KTIH0V SUW1AH0SAY2D . IH1TS KAH0MPLIY1T MAE1DNAH0S .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02427960_02435100.wav|AY1 KAE1N PAA1SAH0BLIY0 THIH1NGK AH1V . IH1TS IH1TS , IH1TS AH0 KAH0LEH1KTIH0V SUW1AH0SAY2D . IH1TS KAH0MPLIY1T MAE1DNAH0S .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02432100_02435100.wav|SUW1AH0SAY2D . IH1TS KAH0MPLIY1T MAE1DNAH0S .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02429430_02435100.wav|IH1TS IH1TS , IH1TS AH0 KAH0LEH1KTIH0V SUW1AH0SAY2D . IH1TS KAH0MPLIY1T MAE1DNAH0S .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02431500_02435100.wav|KAH0LEH1KTIH0V SUW1AH0SAY2D . IH1TS KAH0MPLIY1T MAE1DNAH0S .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02430870_02435100.wav|AH0 KAH0LEH1KTIH0V SUW1AH0SAY2D . IH1TS KAH0MPLIY1T MAE1DNAH0S .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02427960_02435100.wav|KAE1N PAA1SAH0BLIY0 THIH1NGK AH1V . IH1TS IH1TS , IH1TS AH0 KAH0LEH1KTIH0V SUW1AH0SAY2D . IH1TS KAH0MPLIY1T MAE1DNAH0S .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02429730_02435100.wav|IH1TS , IH1TS AH0 KAH0LEH1KTIH0V SUW1AH0SAY2D . IH1TS KAH0MPLIY1T MAE1DNAH0S .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02432820_02435100.wav|IH1TS KAH0MPLIY1T MAE1DNAH0S .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02427720_02435100.wav|THIH1NG AY1 KAE1N PAA1SAH0BLIY0 THIH1NGK AH1V . IH1TS IH1TS , IH1TS AH0 KAH0LEH1KTIH0V SUW1AH0SAY2D . IH1TS KAH0MPLIY1T MAE1DNAH0S .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02428920_02435100.wav|THIH1NGK AH1V . IH1TS IH1TS , IH1TS AH0 KAH0LEH1KTIH0V SUW1AH0SAY2D . IH1TS KAH0MPLIY1T MAE1DNAH0S .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02429190_02435100.wav|AH1V . IH1TS IH1TS , IH1TS AH0 KAH0LEH1KTIH0V SUW1AH0SAY2D . IH1TS KAH0MPLIY1T MAE1DNAH0S .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02439630_02446350.wav|YAE1 , DHAH0 WER1LD DHIY1Z DEY1Z , IH1Z HHEH1DIH0NG TUW1 AH0 KAH0LAE1TER0AH0L , SUW1AH0SAY2D .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02444100_02451660.wav|KAH0LAE1TER0AH0L , SUW1AH0SAY2D . WIY1 AA1R DIH0STROY1IH0NG EH1VRIY0THIH2NG ER0AW1ND AH1S .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02445390_02451660.wav|SUW1AH0SAY2D . WIY1 AA1R DIH0STROY1IH0NG EH1VRIY0THIH2NG ER0AW1ND AH1S .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02447850_02455170.wav|DIH0STROY1IH0NG EH1VRIY0THIH2NG ER0AW1ND AH1S . WIY1 AA1R , YUW1 NOW1 , RAH1NIH0NG AE1FTER0 JHAH1NGK .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02450040_02455170.wav|EH1VRIY0THIH2NG ER0AW1ND AH1S . WIY1 AA1R , YUW1 NOW1 , RAH1NIH0NG AE1FTER0 JHAH1NGK .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02447250_02455170.wav|AA1R DIH0STROY1IH0NG EH1VRIY0THIH2NG ER0AW1ND AH1S . WIY1 AA1R , YUW1 NOW1 , RAH1NIH0NG AE1FTER0 JHAH1NGK .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02447250_02455170.wav|WIY1 AA1R DIH0STROY1IH0NG EH1VRIY0THIH2NG ER0AW1ND AH1S . WIY1 AA1R , YUW1 NOW1 , RAH1NIH0NG AE1FTER0 JHAH1NGK .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02447250_02455170.wav|WIY1 AA1R DIH0STROY1IH0NG EH1VRIY0THIH2NG ER0AW1ND AH1S . WIY1 AA1R , YUW1 NOW1 , RAH1NIH0NG AE1FTER0 JHAH1NGK .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02447250_02451660.wav|WIY1 AA1R DIH0STROY1IH0NG EH1VRIY0THIH2NG ER0AW1ND AH1S .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02452680_02460000.wav|NOW1 , RAH1NIH0NG AE1FTER0 JHAH1NGK . DHAE1T DAH1ZAH0NT MEY1K AH1S HHAE1PIY0 . AH0ND WIY1 JHAH1ST , WIY1 JHAH1ST SPOY1LIH0NG EH1VRIY0THIH2NG .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02453160_02457210.wav|RAH1NIH0NG AE1FTER0 JHAH1NGK . DHAE1T DAH1ZAH0NT MEY1K AH1S HHAE1PIY0 .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02450550_02457210.wav|ER0AW1ND AH1S . WIY1 AA1R , YUW1 NOW1 , RAH1NIH0NG AE1FTER0 JHAH1NGK . DHAE1T DAH1ZAH0NT MEY1K AH1S HHAE1PIY0 .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02450550_02455170.wav|ER0AW1ND AH1S . WIY1 AA1R , YUW1 NOW1 , RAH1NIH0NG AE1FTER0 JHAH1NGK .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02450910_02457210.wav|WIY1 AA1R , YUW1 NOW1 , RAH1NIH0NG AE1FTER0 JHAH1NGK . DHAE1T DAH1ZAH0NT MEY1K AH1S HHAE1PIY0 .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02452680_02457210.wav|NOW1 , RAH1NIH0NG AE1FTER0 JHAH1NGK . DHAE1T DAH1ZAH0NT MEY1K AH1S HHAE1PIY0 .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02450040_02457210.wav|EH1VRIY0THIH2NG ER0AW1ND AH1S . WIY1 AA1R , YUW1 NOW1 , RAH1NIH0NG AE1FTER0 JHAH1NGK . DHAE1T DAH1ZAH0NT MEY1K AH1S HHAE1PIY0 .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02450910_02455170.wav|WIY1 AA1R , YUW1 NOW1 , RAH1NIH0NG AE1FTER0 JHAH1NGK .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02450910_02457210.wav|AH1S . WIY1 AA1R , YUW1 NOW1 , RAH1NIH0NG AE1FTER0 JHAH1NGK . DHAE1T DAH1ZAH0NT MEY1K AH1S HHAE1PIY0 .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02450910_02455170.wav|AH1S . WIY1 AA1R , YUW1 NOW1 , RAH1NIH0NG AE1FTER0 JHAH1NGK .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02452410_02457210.wav|YUW1 NOW1 , RAH1NIH0NG AE1FTER0 JHAH1NGK . DHAE1T DAH1ZAH0NT MEY1K AH1S HHAE1PIY0 .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02451660_02457210.wav|AA1R , YUW1 NOW1 , RAH1NIH0NG AE1FTER0 JHAH1NGK . DHAE1T DAH1ZAH0NT MEY1K AH1S HHAE1PIY0 .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02459580_02460630.wav|EH1VRIY0THIH2NG . LEH1FT AH0ND RAY1T .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02454480_02460630.wav|JHAH1NGK . DHAE1T DAH1ZAH0NT MEY1K AH1S HHAE1PIY0 . AH0ND WIY1 JHAH1ST , WIY1 JHAH1ST SPOY1LIH0NG EH1VRIY0THIH2NG . LEH1FT AH0ND RAY1T .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02455770_02462880.wav|DHAE1T DAH1ZAH0NT MEY1K AH1S HHAE1PIY0 . AH0ND WIY1 JHAH1ST , WIY1 JHAH1ST SPOY1LIH0NG EH1VRIY0THIH2NG . LEH1FT AH0ND RAY1T . AY1 THIH1NGK WIY1 KAH0MPLIY1TLIY0 LAO1ST DHAH0 PLAA1T .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02456700_02460630.wav|HHAE1PIY0 . AH0ND WIY1 JHAH1ST , WIY1 JHAH1ST SPOY1LIH0NG EH1VRIY0THIH2NG . LEH1FT AH0ND RAY1T .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02455770_02460630.wav|DHAE1T DAH1ZAH0NT MEY1K AH1S HHAE1PIY0 . AH0ND WIY1 JHAH1ST , WIY1 JHAH1ST SPOY1LIH0NG EH1VRIY0THIH2NG . LEH1FT AH0ND RAY1T .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02453160_02460630.wav|RAH1NIH0NG AE1FTER0 JHAH1NGK . DHAE1T DAH1ZAH0NT MEY1K AH1S HHAE1PIY0 . AH0ND WIY1 JHAH1ST , WIY1 JHAH1ST SPOY1LIH0NG EH1VRIY0THIH2NG . LEH1FT AH0ND RAY1T .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02456550_02460000.wav|AH1S HHAE1PIY0 . AH0ND WIY1 JHAH1ST , WIY1 JHAH1ST SPOY1LIH0NG EH1VRIY0THIH2NG .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02456100_02460000.wav|DAH1ZAH0NT MEY1K AH1S HHAE1PIY0 . AH0ND WIY1 JHAH1ST , WIY1 JHAH1ST SPOY1LIH0NG EH1VRIY0THIH2NG .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02454480_02460000.wav|JHAH1NGK . DHAE1T DAH1ZAH0NT MEY1K AH1S HHAE1PIY0 . AH0ND WIY1 JHAH1ST , WIY1 JHAH1ST SPOY1LIH0NG EH1VRIY0THIH2NG .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02456700_02460000.wav|HHAE1PIY0 . AH0ND WIY1 JHAH1ST , WIY1 JHAH1ST SPOY1LIH0NG EH1VRIY0THIH2NG .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02455770_02460000.wav|DHAE1T DAH1ZAH0NT MEY1K AH1S HHAE1PIY0 . AH0ND WIY1 JHAH1ST , WIY1 JHAH1ST SPOY1LIH0NG EH1VRIY0THIH2NG .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02457270_02462880.wav|WIY1 JHAH1ST , WIY1 JHAH1ST SPOY1LIH0NG EH1VRIY0THIH2NG . LEH1FT AH0ND RAY1T . AY1 THIH1NGK WIY1 KAH0MPLIY1TLIY0 LAO1ST DHAH0 PLAA1T .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02458740_02460630.wav|WIY1 JHAH1ST SPOY1LIH0NG EH1VRIY0THIH2NG . LEH1FT AH0ND RAY1T .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02453790_02460630.wav|AE1FTER0 JHAH1NGK . DHAE1T DAH1ZAH0NT MEY1K AH1S HHAE1PIY0 . AH0ND WIY1 JHAH1ST , WIY1 JHAH1ST SPOY1LIH0NG EH1VRIY0THIH2NG . LEH1FT AH0ND RAY1T .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02452680_02460630.wav|NOW1 , RAH1NIH0NG AE1FTER0 JHAH1NGK . DHAE1T DAH1ZAH0NT MEY1K AH1S HHAE1PIY0 . AH0ND WIY1 JHAH1ST , WIY1 JHAH1ST SPOY1LIH0NG EH1VRIY0THIH2NG . LEH1FT AH0ND RAY1T .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02455770_02460000.wav|DHAE1T DAH1ZAH0NT MEY1K AH1S HHAE1PIY0 . AH0ND WIY1 JHAH1ST , WIY1 JHAH1ST SPOY1LIH0NG EH1VRIY0THIH2NG .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02453160_02460000.wav|RAH1NIH0NG AE1FTER0 JHAH1NGK . DHAE1T DAH1ZAH0NT MEY1K AH1S HHAE1PIY0 . AH0ND WIY1 JHAH1ST , WIY1 JHAH1ST SPOY1LIH0NG EH1VRIY0THIH2NG .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02455770_02457210.wav|DHAE1T DAH1ZAH0NT MEY1K AH1S HHAE1PIY0 .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02453790_02457210.wav|AE1FTER0 JHAH1NGK . DHAE1T DAH1ZAH0NT MEY1K AH1S HHAE1PIY0 .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02454480_02457210.wav|JHAH1NGK . DHAE1T DAH1ZAH0NT MEY1K AH1S HHAE1PIY0 .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02455770_02462880.wav|DHAE1T DAH1ZAH0NT MEY1K AH1S HHAE1PIY0 . AH0ND WIY1 JHAH1ST , WIY1 JHAH1ST SPOY1LIH0NG EH1VRIY0THIH2NG . LEH1FT AH0ND RAY1T . AY1 THIH1NGK WIY1 KAH0MPLIY1TLIY0 LAO1ST DHAH0 PLAA1T .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02457270_02460630.wav|AH0ND WIY1 JHAH1ST , WIY1 JHAH1ST SPOY1LIH0NG EH1VRIY0THIH2NG . LEH1FT AH0ND RAY1T .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02456100_02460630.wav|DAH1ZAH0NT MEY1K AH1S HHAE1PIY0 . AH0ND WIY1 JHAH1ST , WIY1 JHAH1ST SPOY1LIH0NG EH1VRIY0THIH2NG . LEH1FT AH0ND RAY1T .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02457270_02460000.wav|AH0ND WIY1 JHAH1ST , WIY1 JHAH1ST SPOY1LIH0NG EH1VRIY0THIH2NG .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02456370_02460000.wav|MEY1K AH1S HHAE1PIY0 . AH0ND WIY1 JHAH1ST , WIY1 JHAH1ST SPOY1LIH0NG EH1VRIY0THIH2NG .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02453790_02460000.wav|AE1FTER0 JHAH1NGK . DHAE1T DAH1ZAH0NT MEY1K AH1S HHAE1PIY0 . AH0ND WIY1 JHAH1ST , WIY1 JHAH1ST SPOY1LIH0NG EH1VRIY0THIH2NG .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02452410_02460000.wav|YUW1 NOW1 , RAH1NIH0NG AE1FTER0 JHAH1NGK . DHAE1T DAH1ZAH0NT MEY1K AH1S HHAE1PIY0 . AH0ND WIY1 JHAH1ST , WIY1 JHAH1ST SPOY1LIH0NG EH1VRIY0THIH2NG .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02457930_02460630.wav|JHAH1ST , WIY1 JHAH1ST SPOY1LIH0NG EH1VRIY0THIH2NG . LEH1FT AH0ND RAY1T .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02456370_02460630.wav|MEY1K AH1S HHAE1PIY0 . AH0ND WIY1 JHAH1ST , WIY1 JHAH1ST SPOY1LIH0NG EH1VRIY0THIH2NG . LEH1FT AH0ND RAY1T .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02455770_02460630.wav|DHAE1T DAH1ZAH0NT MEY1K AH1S HHAE1PIY0 . AH0ND WIY1 JHAH1ST , WIY1 JHAH1ST SPOY1LIH0NG EH1VRIY0THIH2NG . LEH1FT AH0ND RAY1T .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02456100_02462880.wav|DAH1ZAH0NT MEY1K AH1S HHAE1PIY0 . AH0ND WIY1 JHAH1ST , WIY1 JHAH1ST SPOY1LIH0NG EH1VRIY0THIH2NG . LEH1FT AH0ND RAY1T . AY1 THIH1NGK WIY1 KAH0MPLIY1TLIY0 LAO1ST DHAH0 PLAA1T .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02456700_02462880.wav|HHAE1PIY0 . AH0ND WIY1 JHAH1ST , WIY1 JHAH1ST SPOY1LIH0NG EH1VRIY0THIH2NG . LEH1FT AH0ND RAY1T . AY1 THIH1NGK WIY1 KAH0MPLIY1TLIY0 LAO1ST DHAH0 PLAA1T .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02458950_02466720.wav|JHAH1ST SPOY1LIH0NG EH1VRIY0THIH2NG . LEH1FT AH0ND RAY1T . AY1 THIH1NGK WIY1 KAH0MPLIY1TLIY0 LAO1ST DHAH0 PLAA1T . AH0ND IH1TS DHAH0 SAE1DAH0ST THIH1NG AY1V AY1V EH1VER0 .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02459580_02462880.wav|EH1VRIY0THIH2NG . LEH1FT AH0ND RAY1T . AY1 THIH1NGK WIY1 KAH0MPLIY1TLIY0 LAO1ST DHAH0 PLAA1T .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02459190_02462880.wav|SPOY1LIH0NG EH1VRIY0THIH2NG . LEH1FT AH0ND RAY1T . AY1 THIH1NGK WIY1 KAH0MPLIY1TLIY0 LAO1ST DHAH0 PLAA1T .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02457270_02462880.wav|AH0ND WIY1 JHAH1ST , WIY1 JHAH1ST SPOY1LIH0NG EH1VRIY0THIH2NG . LEH1FT AH0ND RAY1T . AY1 THIH1NGK WIY1 KAH0MPLIY1TLIY0 LAO1ST DHAH0 PLAA1T .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02463630_02466720.wav|AH0ND IH1TS DHAH0 SAE1DAH0ST THIH1NG AY1V AY1V EH1VER0 .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02459190_02466720.wav|SPOY1LIH0NG EH1VRIY0THIH2NG . LEH1FT AH0ND RAY1T . AY1 THIH1NGK WIY1 KAH0MPLIY1TLIY0 LAO1ST DHAH0 PLAA1T . AH0ND IH1TS DHAH0 SAE1DAH0ST THIH1NG AY1V AY1V EH1VER0 .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02461260_02466720.wav|KAH0MPLIY1TLIY0 LAO1ST DHAH0 PLAA1T . AH0ND IH1TS DHAH0 SAE1DAH0ST THIH1NG AY1V AY1V EH1VER0 .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02460000_02466720.wav|LEH1FT AH0ND RAY1T . AY1 THIH1NGK WIY1 KAH0MPLIY1TLIY0 LAO1ST DHAH0 PLAA1T . AH0ND IH1TS DHAH0 SAE1DAH0ST THIH1NG AY1V AY1V EH1VER0 .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02460000_02462880.wav|LEH1FT AH0ND RAY1T . AY1 THIH1NGK WIY1 KAH0MPLIY1TLIY0 LAO1ST DHAH0 PLAA1T .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02460210_02466720.wav|AH0ND RAY1T . AY1 THIH1NGK WIY1 KAH0MPLIY1TLIY0 LAO1ST DHAH0 PLAA1T . AH0ND IH1TS DHAH0 SAE1DAH0ST THIH1NG AY1V AY1V EH1VER0 .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02462280_02470080.wav|DHAH0 PLAA1T . AH0ND IH1TS DHAH0 SAE1DAH0ST THIH1NG AY1V AY1V EH1VER0 . LAY1K , IH1TS DHAH0 SAE1DAH0ST THIH1NG DHAE1T AY1V DHAE1T AY1 KAE1N THIH1NGK AH1V .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02462370_02466720.wav|PLAA1T . AH0ND IH1TS DHAH0 SAE1DAH0ST THIH1NG AY1V AY1V EH1VER0 .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02460330_02466720.wav|RAY1T . AY1 THIH1NGK WIY1 KAH0MPLIY1TLIY0 LAO1ST DHAH0 PLAA1T . AH0ND IH1TS DHAH0 SAE1DAH0ST THIH1NG AY1V AY1V EH1VER0 .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02460330_02462880.wav|RAY1T . AY1 THIH1NGK WIY1 KAH0MPLIY1TLIY0 LAO1ST DHAH0 PLAA1T .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02457930_02462880.wav|JHAH1ST , WIY1 JHAH1ST SPOY1LIH0NG EH1VRIY0THIH2NG . LEH1FT AH0ND RAY1T . AY1 THIH1NGK WIY1 KAH0MPLIY1TLIY0 LAO1ST DHAH0 PLAA1T .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02458950_02462880.wav|JHAH1ST SPOY1LIH0NG EH1VRIY0THIH2NG . LEH1FT AH0ND RAY1T . AY1 THIH1NGK WIY1 KAH0MPLIY1TLIY0 LAO1ST DHAH0 PLAA1T .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02460660_02462880.wav|AY1 THIH1NGK WIY1 KAH0MPLIY1TLIY0 LAO1ST DHAH0 PLAA1T .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02456370_02462880.wav|MEY1K AH1S HHAE1PIY0 . AH0ND WIY1 JHAH1ST , WIY1 JHAH1ST SPOY1LIH0NG EH1VRIY0THIH2NG . LEH1FT AH0ND RAY1T . AY1 THIH1NGK WIY1 KAH0MPLIY1TLIY0 LAO1ST DHAH0 PLAA1T .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02457270_02462880.wav|AH0ND WIY1 JHAH1ST , WIY1 JHAH1ST SPOY1LIH0NG EH1VRIY0THIH2NG . LEH1FT AH0ND RAY1T . AY1 THIH1NGK WIY1 KAH0MPLIY1TLIY0 LAO1ST DHAH0 PLAA1T .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02457270_02460630.wav|WIY1 JHAH1ST , WIY1 JHAH1ST SPOY1LIH0NG EH1VRIY0THIH2NG . LEH1FT AH0ND RAY1T .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02457270_02460630.wav|AH0ND WIY1 JHAH1ST , WIY1 JHAH1ST SPOY1LIH0NG EH1VRIY0THIH2NG . LEH1FT AH0ND RAY1T .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02456550_02462880.wav|AH1S HHAE1PIY0 . AH0ND WIY1 JHAH1ST , WIY1 JHAH1ST SPOY1LIH0NG EH1VRIY0THIH2NG . LEH1FT AH0ND RAY1T . AY1 THIH1NGK WIY1 KAH0MPLIY1TLIY0 LAO1ST DHAH0 PLAA1T .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02456550_02460630.wav|AH1S HHAE1PIY0 . AH0ND WIY1 JHAH1ST , WIY1 JHAH1ST SPOY1LIH0NG EH1VRIY0THIH2NG . LEH1FT AH0ND RAY1T .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02458740_02462880.wav|WIY1 JHAH1ST SPOY1LIH0NG EH1VRIY0THIH2NG . LEH1FT AH0ND RAY1T . AY1 THIH1NGK WIY1 KAH0MPLIY1TLIY0 LAO1ST DHAH0 PLAA1T .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02459190_02460630.wav|SPOY1LIH0NG EH1VRIY0THIH2NG . LEH1FT AH0ND RAY1T .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02458740_02466720.wav|WIY1 JHAH1ST SPOY1LIH0NG EH1VRIY0THIH2NG . LEH1FT AH0ND RAY1T . AY1 THIH1NGK WIY1 KAH0MPLIY1TLIY0 LAO1ST DHAH0 PLAA1T . AH0ND IH1TS DHAH0 SAE1DAH0ST THIH1NG AY1V AY1V EH1VER0 .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02458950_02460630.wav|JHAH1ST SPOY1LIH0NG EH1VRIY0THIH2NG . LEH1FT AH0ND RAY1T .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02459580_02466720.wav|EH1VRIY0THIH2NG . LEH1FT AH0ND RAY1T . AY1 THIH1NGK WIY1 KAH0MPLIY1TLIY0 LAO1ST DHAH0 PLAA1T . AH0ND IH1TS DHAH0 SAE1DAH0ST THIH1NG AY1V AY1V EH1VER0 .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02460000_02462880.wav|LEH1FT AH0ND RAY1T . AY1 THIH1NGK WIY1 KAH0MPLIY1TLIY0 LAO1ST DHAH0 PLAA1T .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02460210_02462880.wav|AH0ND RAY1T . AY1 THIH1NGK WIY1 KAH0MPLIY1TLIY0 LAO1ST DHAH0 PLAA1T .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02460930_02466720.wav|THIH1NGK WIY1 KAH0MPLIY1TLIY0 LAO1ST DHAH0 PLAA1T . AH0ND IH1TS DHAH0 SAE1DAH0ST THIH1NG AY1V AY1V EH1VER0 .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02461950_02466720.wav|LAO1ST DHAH0 PLAA1T . AH0ND IH1TS DHAH0 SAE1DAH0ST THIH1NG AY1V AY1V EH1VER0 .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02460660_02466720.wav|AY1 THIH1NGK WIY1 KAH0MPLIY1TLIY0 LAO1ST DHAH0 PLAA1T . AH0ND IH1TS DHAH0 SAE1DAH0ST THIH1NG AY1V AY1V EH1VER0 .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02461140_02466720.wav|WIY1 KAH0MPLIY1TLIY0 LAO1ST DHAH0 PLAA1T . AH0ND IH1TS DHAH0 SAE1DAH0ST THIH1NG AY1V AY1V EH1VER0 .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02462280_02466720.wav|DHAH0 PLAA1T . AH0ND IH1TS DHAH0 SAE1DAH0ST THIH1NG AY1V AY1V EH1VER0 .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02463630_02470080.wav|AH0ND IH1TS DHAH0 SAE1DAH0ST THIH1NG AY1V AY1V EH1VER0 . LAY1K , IH1TS DHAH0 SAE1DAH0ST THIH1NG DHAE1T AY1V DHAE1T AY1 KAE1N THIH1NGK AH1V .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02465760_02470080.wav|AY1V AY1V EH1VER0 . LAY1K , IH1TS DHAH0 SAE1DAH0ST THIH1NG DHAE1T AY1V DHAE1T AY1 KAE1N THIH1NGK AH1V .
